,Comments,Tokens,Filtered Tokens,Stemmed Filtered Tokens,Lemmatized Filtered Tokens,Afinn Score of Lem,Afinn Overall Score of Lem,Afinn Sentiment,Bing Positive Tokens,Bing Positive count,Bing Negative Tokens,Bing Negative count,Bing Score,Bing Sentiment,Unknown Tokens
22,the loan approval went smooth ..but i not even once skipped paying loan amount even in covid time i cleared all the amount but still iam not eligible to get loan amount ... very bad experience ill never refer anyone bajaj has good customer care and good service ... i expected lott from this app but yup finally disappointment.ill never refer any one,"['the', 'loan', 'approval', 'went', 'smooth', 'but', 'i', 'not', 'even', 'once', 'skipped', 'paying', 'loan', 'amount', 'even', 'in', 'covid', 'time', 'i', 'cleared', 'all', 'the', 'amount', 'but', 'still', 'iam', 'not', 'eligible', 'to', 'get', 'loan', 'amount', 'very', 'bad', 'experience', 'ill', 'never', 'refer', 'anyone', 'bajaj', 'has', 'good', 'customer', 'care', 'and', 'good', 'service', 'i', 'expected', 'lott', 'from', 'this', 'app', 'but', 'yup', 'finally', 'disappointment', 'ill', 'never', 'refer', 'any', 'one']","['approval', 'smooth', 'skipped', 'paying', 'amount', 'covid', 'cleared', 'amount', 'iam', 'eligible', 'amount', 'experience', 'refer', 'bajaj', 'customer', 'care', 'service', 'expected', 'lott', 'yup', 'finally', 'disappointment', 'refer']","['approv', 'smooth', 'skip', 'pay', 'amount', 'covid', 'clear', 'amount', 'iam', 'elig', 'amount', 'experi', 'refer', 'bajaj', 'custom', 'care', 'servic', 'expect', 'lott', 'yup', 'final', 'disappoint', 'refer']","['approval', 'smooth', 'skip', 'pay', 'amount', 'covid', 'clear', 'amount', 'iam', 'eligible', 'amount', 'experience', 'refer', 'bajaj', 'customer', 'care', 'service', 'expect', 'lott', 'yup', 'finally', 'disappointment', 'refer']","[2.0, 0.0, 0.0, -1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, -2.0, 0.0]",[2.0],positive,"['approval', 'smooth', 'clear']",3,['disappointment'],1,2,positive,"['skip', 'pay', 'amount', 'covid', 'amount', 'iam', 'eligible', 'amount', 'experience', 'refer', 'bajaj', 'customer', 'care', 'service', 'expect', 'lott', 'yup', 'finally', 'refer']"
23,"i am done all payment on time but aap is always chet , many time app is cheting not any proper customer suport in online no any proper guide .if payment is done next loan amount is not open when need ao this type of app is cheted dont west your time.i belive that always fraud this aap to customer.","['i', 'am', 'done', 'all', 'payment', 'on', 'time', 'but', 'aap', 'is', 'always', 'chet', 'many', 'time', 'app', 'is', 'cheting', 'not', 'any', 'proper', 'customer', 'suport', 'in', 'online', 'no', 'any', 'proper', 'guide', 'if', 'payment', 'is', 'done', 'next', 'loan', 'amount', 'is', 'not', 'open', 'when', 'need', 'ao', 'this', 'type', 'of', 'app', 'is', 'cheted', 'dont', 'west', 'your', 'time', 'i', 'belive', 'that', 'always', 'fraud', 'this', 'aap', 'to', 'customer']","['payment', 'chet', 'cheting', 'proper', 'customer', 'suport', 'online', 'proper', 'guide', 'payment', 'amount', 'open', 'type', 'cheted', 'west', 'belive', 'customer']","['payment', 'chet', 'chete', 'proper', 'custom', 'suport', 'onlin', 'proper', 'guid', 'payment', 'amount', 'open', 'type', 'chete', 'west', 'beliv', 'custom']","['payment', 'chet', 'cheting', 'proper', 'customer', 'suport', 'online', 'proper', 'guide', 'payment', 'amount', 'open', 'type', 'cheted', 'west', 'belive', 'customer']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[0.0],neutral,"['proper', 'proper']",2,[],0,2,positive,"['payment', 'chet', 'cheting', 'customer', 'suport', 'online', 'guide', 'payment', 'amount', 'open', 'type', 'cheted', 'west', 'belive', 'customer']"
24,"horrible intrest rate and fee.. putting this update after the reply from whizdm.. you really can't offer intrest rates to someone who just downloaded the app just to check intrest rates without checking their profile, moreover i did not put any details in your app and you still gave me intrest rate..this is called amazing..","['horrible', 'intrest', 'rate', 'and', 'fee', 'putting', 'this', 'update', 'after', 'the', 'reply', 'from', 'whizdm', 'you', 'really', 'can', 't', 'offer', 'intrest', 'rates', 'to', 'someone', 'who', 'just', 'downloaded', 'the', 'app', 'just', 'to', 'check', 'intrest', 'rates', 'without', 'checking', 'their', 'profile', 'moreover', 'i', 'did', 'not', 'put', 'any', 'details', 'in', 'your', 'app', 'and', 'you', 'still', 'gave', 'me', 'intrest', 'rate', 'this', 'is', 'called', 'amazing']","['horrible', 'intrest', 'rate', 'fee', 'putting', 'update', 'reply', 'whizdm', 'offer', 'intrest', 'rates', 'downloaded', 'check', 'intrest', 'rates', 'checking', 'profile', 'details', 'intrest', 'rate', 'called']","['horribl', 'intrest', 'rate', 'fee', 'put', 'updat', 'repli', 'whizdm', 'offer', 'intrest', 'rate', 'download', 'check', 'intrest', 'rate', 'check', 'profil', 'detail', 'intrest', 'rate', 'call']","['horrible', 'intrest', 'rate', 'fee', 'put', 'update', 'reply', 'whizdm', 'offer', 'intrest', 'rat', 'download', 'check', 'intrest', 'rat', 'check', 'profile', 'detail', 'intrest', 'rate', 'call']","[-3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[-3.0],negative,[],0,['horrible'],1,-1,negative,"['intrest', 'rate', 'fee', 'put', 'update', 'reply', 'whizdm', 'offer', 'intrest', 'rat', 'download', 'check', 'intrest', 'rat', 'check', 'profile', 'detail', 'intrest', 'rate', 'call']"
25,"never go for loan from this company..they have no contactability, extremely poor service..in my case i have foreclosed loan 1year back with complete proof and they don't even bother to closed it rather charged penalty and overdues ..they don't respond to mails, given wrong numbers in website...please don't take loan from this company","['never', 'go', 'for', 'loan', 'from', 'this', 'company', 'they', 'have', 'no', 'contactability', 'extremely', 'poor', 'service', 'in', 'my', 'case', 'i', 'have', 'foreclosed', 'loan', '1year', 'back', 'with', 'complete', 'proof', 'and', 'they', 'don', 't', 'even', 'bother', 'to', 'closed', 'it', 'rather', 'charged', 'penalty', 'and', 'overdues', 'they', 'don', 't', 'respond', 'to', 'mails', 'given', 'wrong', 'numbers', 'in', 'website', 'please', 'don', 't', 'take', 'loan', 'from', 'this', 'company']","['contactability', 'extremely', 'service', 'foreclosed', '1year', 'complete', 'proof', 'bother', 'charged', 'penalty', 'overdues', 'respond', 'mails', 'wrong']","['contact', 'extrem', 'servic', 'foreclos', '1year', 'complet', 'proof', 'bother', 'charg', 'penalti', 'overdu', 'respond', 'mail', 'wrong']","['contactability', 'extremely', 'service', 'foreclose', '1year', 'complete', 'proof', 'bother', 'charge', 'penalty', 'overdues', 'respond', 'mail', 'wrong']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -2.0, 0.0, -2.0, 0.0, 0.0, 0.0, -2.0]",[-6.0],negative,[],0,"['bother', 'penalty', 'wrong']",3,-3,negative,"['contactability', 'extremely', 'service', 'foreclose', '1year', 'complete', 'proof', 'charge', 'overdues', 'respond', 'mail']"
26,there is a emi update error i have paid my emi for april and still it is not reflecting in my account and it shows that they have send me refund and i have not got the refund yet. the customer care doesnot know how to talk and solve the issue.,"['there', 'is', 'a', 'emi', 'update', 'error', 'i', 'have', 'paid', 'my', 'emi', 'for', 'april', 'and', 'still', 'it', 'is', 'not', 'reflecting', 'in', 'my', 'account', 'and', 'it', 'shows', 'that', 'they', 'have', 'send', 'me', 'refund', 'and', 'i', 'have', 'not', 'got', 'the', 'refund', 'yet', 'the', 'customer', 'care', 'doesnot', 'know', 'how', 'to', 'talk', 'and', 'solve', 'the', 'issue']","['emi', 'update', 'error', 'paid', 'emi', 'april', 'account', 'send', 'refund', 'refund', 'customer', 'care', 'doesnot', 'talk', 'solve', 'issue']","['emi', 'updat', 'error', 'paid', 'emi', 'april', 'account', 'send', 'refund', 'refund', 'custom', 'care', 'doesnot', 'talk', 'solv', 'issu']","['emi', 'update', 'error', 'pay', 'emi', 'april', 'account', 'send', 'refund', 'refund', 'customer', 'care', 'doesnot', 'talk', 'solve', 'issue']","[0.0, 0.0, -2.0, -1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 1.0, 0.0]",[0.0],neutral,"['refund', 'refund']",2,"['error', 'issue']",2,0,neutral,"['emi', 'update', 'pay', 'emi', 'april', 'account', 'send', 'customer', 'care', 'doesnot', 'talk', 'solve']"
27,not satisfied with the service. really pathetic service. even after paying all emis on time still they haven't approved my 2nd loan application when i need the most. i will never recommend to any of my friend or relative in future. they are charging higher interest rate. looting the customer...,"['not', 'satisfied', 'with', 'the', 'service', 'really', 'pathetic', 'service', 'even', 'after', 'paying', 'all', 'emis', 'on', 'time', 'still', 'they', 'haven', 't', 'approved', 'my', '2nd', 'loan', 'application', 'when', 'i', 'need', 'the', 'most', 'i', 'will', 'never', 'recommend', 'to', 'any', 'of', 'my', 'friend', 'or', 'relative', 'in', 'future', 'they', 'are', 'charging', 'higher', 'interest', 'rate', 'looting', 'the', 'customer']","['satisfied', 'service', 'service', 'paying', 'emis', 'approved', '2nd', 'application', 'recommend', 'friend', 'relative', 'future', 'charging', 'interest', 'rate', 'looting', 'customer']","['satisfi', 'servic', 'servic', 'pay', 'emi', 'approv', '2nd', 'applic', 'recommend', 'friend', 'relat', 'futur', 'charg', 'interest', 'rate', 'loot', 'custom']","['satisfy', 'service', 'service', 'pay', 'emis', 'approve', '2nd', 'application', 'recommend', 'friend', 'relative', 'future', 'charge', 'interest', 'rate', 'loot', 'customer']","[0.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 0.0, 2.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",[3.0],positive,"['satisfy', 'approve', 'recommend']",3,['loot'],1,2,positive,"['service', 'service', 'pay', 'emis', '2nd', 'application', 'friend', 'relative', 'future', 'charge', 'interest', 'rate', 'customer']"
28,useless app after 4 steps completed not moving forward no response from customer care number and mail useless fellows looking like fraud. i experienced worst but this is too worst app and didn't have any concern about customer. this is the first and last time i am using this app,"['useless', 'app', 'after', '4', 'steps', 'completed', 'not', 'moving', 'forward', 'no', 'response', 'from', 'customer', 'care', 'number', 'and', 'mail', 'useless', 'fellows', 'looking', 'like', 'fraud', 'i', 'experienced', 'worst', 'but', 'this', 'is', 'too', 'worst', 'app', 'and', 'didn', 't', 'have', 'any', 'concern', 'about', 'customer', 'this', 'is', 'the', 'first', 'and', 'last', 'time', 'i', 'am', 'using', 'this', 'app']","['useless', 'steps', 'completed', 'moving', 'response', 'customer', 'care', 'mail', 'useless', 'fellows', 'experienced', 'concern', 'customer']","['useless', 'step', 'complet', 'move', 'respons', 'custom', 'care', 'mail', 'useless', 'fellow', 'experienc', 'concern', 'custom']","['useless', 'step', 'complete', 'move', 'response', 'customer', 'care', 'mail', 'useless', 'fellows', 'experience', 'concern', 'customer']","[-2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, -2.0, 0.0, 0.0, 0.0, 0.0]",[-2.0],negative,[],0,"['useless', 'useless', 'concern']",3,-3,negative,"['step', 'complete', 'move', 'response', 'customer', 'care', 'mail', 'fellows', 'experience', 'customer']"
29,guys this is total scam i haven't got the money in account apart from 1rs you send initially and your app shows money disbursed where is the money stop this nonsense i want the money i can share my bank statement,"['guys', 'this', 'is', 'total', 'scam', 'i', 'haven', 't', 'got', 'the', 'money', 'in', 'account', 'apart', 'from', '1rs', 'you', 'send', 'initially', 'and', 'your', 'app', 'shows', 'money', 'disbursed', 'where', 'is', 'the', 'money', 'stop', 'this', 'nonsense', 'i', 'want', 'the', 'money', 'i', 'can', 'share', 'my', 'bank', 'statement']","['guys', 'scam', 'account', '1rs', 'send', 'initially', 'disbursed', 'nonsense', 'share', 'bank', 'statement']","['guy', 'scam', 'account', '1rs', 'send', 'initi', 'disburs', 'nonsens', 'share', 'bank', 'statement']","['guy', 'scam', 'account', '1rs', 'send', 'initially', 'disburse', 'nonsense', 'share', 'bank', 'statement']","[0.0, -2.0, 0.0, 0.0, 0.0, 0.0, 0.0, -2.0, 1.0, 0.0, 0.0]",[-3.0],negative,[],0,"['scam', 'nonsense']",2,-2,negative,"['guy', 'account', '1rs', 'send', 'initially', 'disburse', 'share', 'bank', 'statement']"
30,no option for contacting to customer care. they gave mail id to contact but very slow response. providing phone number to contact to its customer care is better update in future.,"['no', 'option', 'for', 'contacting', 'to', 'customer', 'care', 'they', 'gave', 'mail', 'id', 'to', 'contact', 'but', 'very', 'slow', 'response', 'providing', 'phone', 'number', 'to', 'contact', 'to', 'its', 'customer', 'care', 'is', 'better', 'update', 'in', 'future']","['option', 'contacting', 'customer', 'care', 'mail', 'contact', 'slow', 'response', 'providing', 'contact', 'customer', 'care', 'update', 'future']","['option', 'contact', 'custom', 'care', 'mail', 'contact', 'slow', 'respons', 'provid', 'contact', 'custom', 'care', 'updat', 'futur']","['option', 'contact', 'customer', 'care', 'mail', 'contact', 'slow', 'response', 'provide', 'contact', 'customer', 'care', 'update', 'future']","[0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0]",[4.0],positive,[],0,['slow'],1,-1,negative,"['option', 'contact', 'customer', 'care', 'mail', 'contact', 'response', 'provide', 'contact', 'customer', 'care', 'update', 'future']"
31,this app just make hay when sunshines....interest rates are very high along with processing fee.....and autodebit stop hitting ....resulting extra penalty charges for consumers....,"['this', 'app', 'just', 'make', 'hay', 'when', 'sunshines', 'interest', 'rates', 'are', 'very', 'high', 'along', 'with', 'processing', 'fee', 'and', 'autodebit', 'stop', 'hitting', 'resulting', 'extra', 'penalty', 'charges', 'for', 'consumers']","['hay', 'sunshines', 'interest', 'rates', 'processing', 'fee', 'autodebit', 'hitting', 'extra', 'penalty', 'charges', 'consumers']","['hay', 'sunshin', 'interest', 'rate', 'process', 'fee', 'autodebit', 'hit', 'extra', 'penalti', 'charg', 'consum']","['hay', 'sunshines', 'interest', 'rat', 'process', 'fee', 'autodebit', 'hit', 'extra', 'penalty', 'charge', 'consumers']","[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -2.0, 0.0, 0.0]",[-1.0],negative,[],0,['penalty'],1,-1,negative,"['hay', 'sunshines', 'interest', 'rat', 'process', 'fee', 'autodebit', 'hit', 'extra', 'charge', 'consumers']"
32,worst app ever don't download it should br report and how play store let us download this app.,"['worst', 'app', 'ever', 'don', 't', 'download', 'it', 'should', 'br', 'report', 'and', 'how', 'play', 'store', 'let', 'us', 'download', 'this', 'app']","['download', 'download']","['download', 'download']","['download', 'download']","[0.0, 0.0]",[0.0],neutral,[],0,[],0,0,neutral,"['download', 'download']"
33,my payment is received in bharatpe app but not credit in bank account..,"['my', 'payment', 'is', 'received', 'in', 'bharatpe', 'app', 'but', 'not', 'credit', 'in', 'bank', 'account']","['payment', 'received', 'credit', 'bank', 'account']","['payment', 'receiv', 'credit', 'bank', 'account']","['payment', 'receive', 'credit', 'bank', 'account']","[0.0, 0.0, 0.0, 0.0, 0.0]",[0.0],neutral,[],0,[],0,0,neutral,"['payment', 'receive', 'credit', 'bank', 'account']"
34,already signed agreement but not received money in my account 25/05/2020 fraud,"['already', 'signed', 'agreement', 'but', 'not', 'received', 'money', 'in', 'my', 'account', '25', '05', '2020', 'fraud']","['signed', 'agreement', 'received', 'account', '25', '05', '2020']","['sign', 'agreement', 'receiv', 'account', '25', '05', '2020']","['sign', 'agreement', 'receive', 'account', '25', '05', '2020']","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[1.0],positive,[],0,[],0,0,neutral,"['sign', 'agreement', 'receive', 'account', '25', '05', '2020']"
35,iam using paytm payments bank. it is not showing this bank,"['iam', 'using', 'paytm', 'payments', 'bank', 'it', 'is', 'not', 'showing', 'this', 'bank']","['iam', 'payments', 'bank', 'bank']","['iam', 'payment', 'bank', 'bank']","['iam', 'payments', 'bank', 'bank']","[0.0, 0.0, 0.0, 0.0]",[0.0],neutral,[],0,[],0,0,neutral,"['iam', 'payments', 'bank', 'bank']"
36,very bad appyou will get shock for a big payment for accepting fraud app.18th may my 54k payment is not settled in my account .i daily call them but they said only your payment will be transferred in 24hours .but last 25days i daily call buy payment is not refunded by bharat pe.bharat pe your money in danger every payment is not credited to your account.plz refund my money,"['very', 'bad', 'appyou', 'will', 'get', 'shock', 'for', 'a', 'big', 'payment', 'for', 'accepting', 'fraud', 'app', '18th', 'may', 'my', '54k', 'payment', 'is', 'not', 'settled', 'in', 'my', 'account', 'i', 'daily', 'call', 'them', 'but', 'they', 'said', 'only', 'your', 'payment', 'will', 'be', 'transferred', 'in', '24hours', 'but', 'last', '25days', 'i', 'daily', 'call', 'buy', 'payment', 'is', 'not', 'refunded', 'by', 'bharat', 'pe', 'bharat', 'pe', 'your', 'money', 'in', 'danger', 'every', 'payment', 'is', 'not', 'credited', 'to', 'your', 'account', 'plz', 'refund', 'my', 'money']","['appyou', 'shock', 'payment', 'accepting', '18th', '54k', 'payment', 'settled', 'account', 'daily', 'payment', 'transferred', '24hours', '25days', 'daily', 'payment', 'refunded', 'danger', 'payment', 'credited', 'account', 'refund']","['appyou', 'shock', 'payment', 'accept', '18th', '54k', 'payment', 'settl', 'account', 'daili', 'payment', 'transfer', '24hour', '25day', 'daili', 'payment', 'refund', 'danger', 'payment', 'credit', 'account', 'refund']","['appyou', 'shock', 'payment', 'accept', '18th', '54k', 'payment', 'settle', 'account', 'daily', 'payment', 'transfer', '24hours', '25days', 'daily', 'payment', 'refund', 'danger', 'payment', 'credit', 'account', 'refund']","[0.0, -2.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -2.0, 0.0, 0.0, 0.0, 0.0]",[-3.0],negative,"['refund', 'refund']",2,"['shock', 'danger']",2,0,neutral,"['appyou', 'payment', 'accept', '18th', '54k', 'payment', 'settle', 'account', 'daily', 'payment', 'transfer', '24hours', '25days', 'daily', 'payment', 'payment', 'credit', 'account']"
